Status,Identified_Countries,Title,Affiliations,Address,Country,Location,Author,Publication Year
✅ Identified,"Brazil, Mexico, Spain, United States",Machine learning in medicine using JavaScript: building web apps using TensorFlow.js for interpreting biomedical datasets,Allscripts (United States); Universidad San Jorge; Universidad de Especialidades,"Founder at IdeaCoding Lab / JovemPesquisador.com, Brazil; JavaScript, para modelar conjuntos de dados biom édicos por meio de redes neurais. Nosso objetivo principal é destacar o TensorFlow.js e advogar pela disseminac; JovemPesquisador.com; associados ao JavaScript. O Kaggle,; da intersec ¸ão entre aprendizado de m áquina e desenvolvimento web. Utilizamos o TensorFlow; de modelos avanc ¸ados de aprendizado de m áquina adaptados para aplicac ¸ões web. Modelamos tr ês conjuntos de dados: detecc ¸ão de diabetes, complicac ¸ões cir úrgicas; de seu interesse. Nossos resultados demonstram uma precis ão de 92% para detecc ¸ão de diabetes, 100% para complicac ¸ões cir; especialmente no campo da medicina; plataforma p ública de onde baixamos nossos conjuntos de dados, fornece uma extensa colec ¸ão de conjuntos de dados biom édicos. Portanto,; á repleta de pesquisadores ansiosos para contribuir. Neste artigo,",ES; MX; US,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,Jorge Guerra Pires,2024.0
⚠️ Missing,❌ None,A Random Generation of Haskell Programs Applied to Optimization Testing in Compilers,,,,,,
✅ Identified,Portugal,"Detection and Pose Adjustment in Physical Exercises using Computer Vision Techniques: Approaches, Challenges and Opportunities",Polytechnic Institute of Castelo Branco,Instituto Politécnico de Castelo Branco,PT,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Joao J.G.M. Gonçalves, João Palhares, Vasco N. G. J. Soares, Paulo A. C. S. Neves",2024.0
✅ Identified,Brazil,Performance Evaluation and Operational Availability of a Textile Manufacturing 4.0 Using Stochastic Petri Nets,Universidade Federal Rural de Pernambuco,"UFRPE - Federal Rural University of Pernambuco, Department of Computing, PO Box 52171-900, Recife, PE, Brazil",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Edson Moura Silva, Danilo Araújo, Ermeson Andrade",2024.0
✅ Identified,Brazil,Prediction of Stock Prices Using Ensemble Models,Universidade Federal de Alfenas,Universidade Federal de Alfenas; universidade Federal de Alfenas,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Claudio Silva, Ricardo Menezes Salgado",2024.0
✅ Identified,Brazil,Framework for Security Risk Assessment (FSRA) and Fuzzy Risk Inference System (FRIS) based on Standard ISO/IEC 27002:2022,Governo do Estado de Mato Grosso; Ministério Público; Universidade do Estado de Mato Grosso,Ministério Público do Estado de Mato Grosso; Universidade do Estado do Mato Grosso,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Diógenes Antonio Marques José, Douglas Schmitz Dupski, Kembolle Amilkar",2024.0
✅ Identified,Brazil,Energy Consumption and Performance Evaluation of Multi-Model NoSQL DBMSs,Universidade Federal Rural de Pernambuco; Universidade Federal de Pernambuco,Universidade Federal Rural de Pernambuco; Universidade Federal de Pernambuco,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Fúlvio Falcão, João Moura, Gabriel San Martin Silva, Carlos Araújo, Érica Sousa, Eduardo Tavares",2024.0
✅ Identified,Brazil,Modeling and Analysis of a Telesurgery Environment Considering a 5G Network,Universidade Federal Rural de Pernambuco; Universidade Federal de Alagoas; Universidade Federal de Pernambuco; Universidade Federal do Agreste de Pernambuco,Universidade Federal Rural de Pernambuco; Universidade Federal de Alagoas; Universidade Federal do Agreste de Pernambuco,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Vamberto Rocha, Jean Araújo, Bruno Nogueira, Ermeson Andrade",2024.0
✅ Identified,Brazil,Tutorial sobre Fuzzy-c-Means e Fuzzy Learning Vector Quantization: Abordagens Híbridas para Tarefas de Agrupamento e Classificação,Centro Universitário Belas Artes de São Paulo; Universidade Estadual do Oeste do Paraná; Universidade de Brasília; Universidade de São Paulo,"Departamento de Engenharia Elétrica , Faculdade de Tecnologia , UnB , Gleba A , Av. L3 Norte , Brasília , DF; Departamento de Engenharia Elétrica, Faculdade de Tecnologia, UnB, Gleba A, Av. L3 Norte, Brasília, DF; Escola de Artes , Ciências e Humanidades , USP , Av. Arlindo Bettio , 1000 , São Paulo , SP; Escola de Artes, Ciências e Humanidades, USP, Av. Arlindo Bettio, 1000, São Paulo, SP; Universidade Estadual do Oeste do Paraná , Unioeste , R. Universitária , 1069 , Cascavel , PR; Universidade Estadual do Oeste do Paraná, Unioeste, R. Universitária, 1069, Cascavel, PR; Universidade de São Paulo",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Sarajane Marques Peres, Thiago Rocha, Helton Hideraldo Bíscaro, Renata C. B. Madeo, Clodis Boscarioli",2012.0
✅ Identified,Brazil,Rough Sets and Multilayer Perceptron in Tandem for Processing the Aleatory Uncertainty in COVID-19 Cases,Universidade do Estado de Santa Catarina,Universidade do Estado de Santa Catarina,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Kalyl Henings, Vinícius Hansen, Gilmário Barbosa dos Santos",2024.0
✅ Identified,Brazil,Comparative Study of Predictive Models Based on Moving Averages Applied in Binary Options in the Financial Market,Universidade Federal do Pará; Universidade Federal do Rio Grande,Universidade Federal do Para; Universidade Federal do Rio Grande,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Luccas R. Hoff, Rafael Alceste Berri, Eduardo Nunes Borges, André Riker, Bruno L. Dalmazo",2024.0
✅ Identified,Brazil,UnbIAs - Google Translate Gender Bias Mitigation and Addition of Genderless Translation,Universidade do Vale do Rio dos Sinos,Universidade do Vale do Rio dos Sinos,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Vanessa Schenkel, Blanda Mello, Sandro José Rigo, Gabriel de Oliveira Ramos",2024.0
✅ Identified,Brazil,Supervised Learning Algorithms Evaluation on Sweet Potato Data for Production Indices Considering Human Consumption,Universidade Federal de Lavras,Federal University of Lavras (UFLA),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Mardem Arantes de Castro, Ranulfo Mascari Neto, Joaquim Quinteiro Uchôa, Jesimar da Silva Arantes, Orlando Gonçalves Brito, Valter Carvalho de Andrade Júnior, Jeferson Carlos de Oliveira Silva, Renato Ramos da Silva",2024.0
✅ Identified,Brazil,Analysis of Forensic Tools for Recovery of Formatted Data: a case study with Microsoft Word files,Universidade Federal de Pernambuco; Universidade de Pernambuco,Universidade Federal de Pernambuco (UFPE); Universidade de Pernambuco (UPE),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Rubens Karman Paula da Silva, Islan Amorim Bezerra, Sidney Marlon Lopes de Lima, Sérgio Fernandes",2024.0
✅ Identified,Brazil,Systematic Literature Review on the Application of Controllers Based on Cellular Automata in Robotic Tasks,"Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro",Instituto Federal do Triângulo Mineiro,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Naya Letícia Batista Souza, Danielli Araújo Lima",2024.0
✅ Identified,Brazil,Ontology for Healthcare AI Privacy in Brazil,Hospital de Clínicas de Porto Alegre; Universidade Federal do Rio Grande do Sul,Hospital de Clinicas de Porto Alegre; Universidade Federal do Rio Grande do Sul,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Tiago Andres Vaz, José Miguel Dora, Luís C. Lamb, Suzi Alves Camey",2024.0
✅ Identified,Brazil,Parameterized Model for Multimedia-Content Placement of the Streaming Service on 5G Cellular Networks,Universidade Federal do ABC,Universidade Federal do ABC (UFABC),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Rodrigo A. C. da Silva, Carlo Kleber da Silva Rodrigues, Vladimir Rocha",2025.0
✅ Identified,Brazil,Machine Learning Applied to Biological Sequence Comparison: an Alignment-free Approach,Universidade Federal de Itajubá,Universidade Federal de Itajubá (UNIFEI),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Thaizy Aparecida Vicentini, Luiz Carlos Bertucci Barbosa",2025.0
✅ Identified,Brazil,Symmetric Peer-to-Peer Applications,Universidade do Estado do Rio de Janeiro,Universidade Estadual do Rio de Janeiro - (UERJ),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,Francisco Sant’Anna,2025.0
✅ Identified,Brazil,A Bibliometric Study on the Applications of Neural Networks in Metal Surface Defect Inspection,Military Institute of Engineering,Instituto Militar de Engenharia (IME),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Sandro Bessa de Lima, Marcos dos Santos, Júlio César Duarte",2025.0
✅ Identified,Brazil,On the Use of Spectral Data from Smartphone Accelerometer Signals and Constituent Material for the Identification of Damaged Walls,Universidade Federal de Juiz de Fora,Universidade Federal de Juiz de Fora (UFJF),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Tales Humberto de Aquino Boratto, Douglas Lima Fonseca, Heder S. Bernardino, Alex Borges Vieira, Alexandre Cury, Leonardo Goliatt",2025.0
✅ Identified,Brazil,Comparison of AI Models for Data Extraction in Glucometers,Universidade Federal Rural de Pernambuco,Universidade Federal Rural de Pernambuco (UFRPE),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Genivaldo Braynner Teixeira do Carmo, Julyanne Maria Dos Santos Correia, Ronaldo Rodrigues da Silva Filho, Pablo Azevedo Sampaio, Robson Wagner Albuquerque de Medeiros",2025.0
⚠️ Missing,❌ None,"Optimizing Mikrotik-Based Network Security using Address List, Firewall Filter Rules, and Raw Firewall",Universitas Semarang,Universitas Semarang (USM),ID,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Febrian Wahyu Christanto, Putri Cholillah, Alauddin Maulana Hirzan",2025.0
✅ Identified,Brazil,Composite Material Defect Segmentation Using Deep Learning Models and Infrared Thermography,Universidade Federal de Uberlândia,Universidade Federal de Uberlândia (UFU); Universidade Federal de Uberlândia (UFU) & Cranfield University (CU),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Iago Garcia Vargas, Henrique Fernandes",2025.0
✅ Identified,Brazil,A Speech Emotion Recognition Approach Using Discrete Wavelet Transform and Deep Learning Techniques in a Brazilian Portuguese Corpus,Hospital Universitário da Universidade de São Paulo,University of São Paulo (USP),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Rafael Greca Vieira, Alessandra Alaniz Macedo",2025.0
✅ Identified,Brazil,Deep Semantic Segmentation Applied to Honey Bee Comb Cells,Universidade Tecnológica Federal do Paraná,Universidade Tecnológica Federal do Paraná (UTFPR),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Gustavo Vasconcelos, André Roberto Ortoncelli, Fabiana Martins Costa, Marlon Marcon",2025.0
✅ Identified,Brazil,Deep Learning-Based Instance Segmentation for Enhanced Navigation of Agricultural Vehicles,Hospital Universitário da Universidade de São Paulo; São Paulo State Technological College; Universidade Federal do ABC,Faculdade de Tecnologia do Estado de São Paulo (FATEC); Universidade Federal do ABC (UFABC); Universidade de São Paulo (USP),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Renato de Avila Lopes, Marcus de Carvalho, Edson C. Kitani, Francisco de Assis Zampirolli, Leopoldo Rideki Yoshioka, Luiz A. Celiberto, Ugo Ibusuki",2025.0
✅ Identified,Brazil,Transfer Learning and Handcrafted Features Ensembles for Ultrasound Breast Cancer Image Classification,Centre for Research and Development in Telecommunications (Brazil); Pontifícia Universidade Católica de Campinas,CPQD - Centro de Pesquisa e Desenvolvimento; Pontifícia Universidade Católica de Campinas (PUCC),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Vanessa Kaplum Foleis, Bianca Aparecida Andrade, Henrique Bergamo Shigihara, Dimas Augusto Mendes Lemes, José Guilherme Picolo, Bernardo Feijó Junqueira, Guilherme Ribeiro Sales, Valentino Corso, Cides S. Bezerra",2025.0
✅ Identified,Brazil,New Approach for Soil Carbon and Nitrogen Assessment through Image Analysis: A Case Study with Oxisols and Inceptisols,Universidade Tecnológica Federal do Paraná,Universidade Tecnológica Federal do Paraná (UTFPR),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Juliano Tiago Rinaldi, Dalcimar Casanova, Larissa Macedo dos Santos, Marcelo Teixeira, Heitor Silvério Lopes",2025.0
✅ Identified,Brazil,Mini-map Alignment Approach using Landmark Observation Information Intrinsic to the Feature-based Visual SLAM Pipeline,Universidade Federal de Goiás,Universidade Federal de Goiás (UFG),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Felipe Pires Saraiva, Gustavo Teodoro Laureano, Thiago Henrique De Oliveira",2025.0
✅ Identified,Brazil,Case Study of Deep Learning Methods for Depth Estimation in Indoor Ground Robotics,Centre for Research and Development in Telecommunications (Brazil); Pontifícia Universidade Católica de Campinas,Centro de Pesquisa e Desenvolvimento em Telecomunicações (CPQD); Pontifícia Universidade Católica de Campinas (PUCC),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Fábio Leandro Vizzotto, Márcio das Chagas Moura, Vinicius da Silva Souza, Cides Semprebom Bezerra, Guilherme Ribeiro Sales, Valentino Corso, Luiz Eduardo Pita Mercês Almeida, D. Abreu",2025.0
✅ Identified,Brazil,Rust Detection in Coffee Leaves Using Otsu's Method and Mathematical Morphology,Universidade Federal de São Carlos; Universidade Federal de Uberlândia,Federal University of São Carlos (UFSCar); Federal University of Uberlândia (UFU),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"René Ernesto García Rivas, Renata S. Melo, Saide Manuel Saide, André Ricardo Backes, Henrique Fernandes",2025.0
✅ Identified,Brazil,Identifying Malignant Skin Diseases Through Deep Learning,Universidade Federal de São Carlos; Universidade Federal de Uberlândia; Universidade Federal de Viçosa,Federal University of São Carlos (UFSCar); Federal University of Uberlândia (UFU); Federal University of Viçosa (UFV),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Gabriel Sávio de Lima Mota, Matheus Vieira da Silva, João Fernando Mari, André Ricardo Backes",2025.0
✅ Identified,Brazil,Medical Image Classification with Privacy: Centralized and Federated Learning Comparison,Universidade Federal de São Carlos; Universidade Federal de Uberlândia; Universidade Federal de Viçosa,Federal University of São Carlos (UFSCar); Federal University of Uberlândia (UFU); Federal University of Viçosa (UFV),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Lara Cristina Evaristo Rodrigues, Gleidson Barbosa, Rodrigo Moreira, Larissa Ferreira Rodrigues Moreira, André Ricardo Backes",2025.0
✅ Identified,Brazil,Federated Learning in Breast Cancer Diagnosis,Universidade Federal de São Carlos; Universidade Federal de Uberlândia,Federal University of São Carlos (UFSCar); Federal University of Uberlândia (UFU); Federal University of Uberlândia (UFU) & Federal University of São Carlos (UFSCar),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Gleidson Barbosa, Leonardo Gabriel Ferreira Rodrigues, Larissa Ferreira Rodrigues Moreira, André Ricardo Backes",2025.0
✅ Identified,Brazil,Digital Fencing for Farms: Enhancing Object Detection through Multi-Dataset Integration,Universidade Federal de Viçosa,Universidade Federal de Viçosa (UFV),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Juliana Quintiliano de Oliveira Ferreira, Lucas Silva, Thiago L. Gomes, Michel M. Silva",2025.0
✅ Identified,Brazil,Automatic Identification of Relevant Moments in Security Force Videos Using Multimodal Analysis,Universidade Federal de Viçosa,Federal University of Viçosa (UFV),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Luísa Ferreira, Michel M. Silva",2025.0
✅ Identified,Brazil,Evaluating Deep Learning Models for Effective Weed Classification in Agricultural Images,Universidade Federal de Viçosa,Federal University of Viçosa (UFV),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Bianca Panacho Ferreira, Pedro Henrique Campos Moreira, Leandro Henrique Furtado Pinto Silva, João Fernando Mari",2025.0
✅ Identified,Brazil,Aedes aegypti Egg Counting with Neural Networks for Object Detection,MRE Soluções (Brazil); Universidade Católica Dom Bosco; Universidade Federal de Mato Grosso do Sul,Dom Bosco Catholic University (UCDB); Federal University of Mato Grosso do Sul (UFMS); Kerow Soluções de Precisão,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Micheli Nayara de Oliveira Vicente, João Vitor de Andrade Porto, Gabriel Toshio Hirokawa Higa, Higor Henrique Picoli Nucci, Asser Botelho Santana, Karla Rejane de Andrade Porto, Antônia Railda Roel, Hemerson Pistori",2025.0
✅ Identified,Brazil,Castor Beans Identification in Sugarcane Plantations Using Active Learning,Universidade Federal de Mato Grosso do Sul,Universidade Federal de Mato Grosso do Sul (UFMS),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Juan Sales, Mário de Araújo Carvalho, José Marcato, Wesley Nunes Gonçalves",2025.0
✅ Identified,Brazil,Analyzing Bee Behavior Through Video Tracking Using Computer Vision Techniques,Universidade Tecnológica Federal do Paraná,Universidade Tecnológica Federal do Paraná (UTFPR); Universidade Tecnólogia Federal do Paraná (UTFPR),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"I. Lima, André Roberto Ortoncelli, Michele Potrich, Marlon Marcon",2025.0
✅ Identified,Brazil,Data Augmentation and Convolutional Network Architecture Influence on Distributed Learning,Universidade Federal de Uberlândia; Universidade Federal de Viçosa,Department of Informatics University of Minho (UMINHO) & Federal University of Uberlândia (UFU); Universidade Federal de Viçosa (UFV),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Verena Jansen, Emanuel Teixeira Martins, Yasmin Souza Lima, Flávio de Oliveira Silva, Rodrigo Moreira, Larissa Ferreira Rodrigues Moreira",2025.0
✅ Identified,Brazil,Portal to Other Dimensions: use of Computer Vision to create art work from day life images,Universidade Federal de Viçosa,Universidade Federal de Viçosa (UFV),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Luísa Ferreira, Ana Clara Fraga Osias, Lucas Vieira dos Santos, Michel M. Silva",2025.0
✅ Identified,Brazil,Construction of Rolled Digital for Newborns Using Image Registration,Universidade Tecnológica Federal do Paraná,Universidade Tecnológica Federal do Paraná (UTFPR),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Wesley Augusto Catuzzo de Bona, Jefferson Tales Oliva, Luiz Fernando Puttow Southier, Fábio Favarim, Marcelo Teixeira, Dalcimar Casanova",2025.0
✅ Identified,Brazil,Deep Learning-Based Segmentation of Nanomaterial Images Acquired via Scanning Electron Microscopy,"Instituto Nacional de Metrologia, Qualidade e Tecnologia; Laboratório Nacional de Computação Científica; Universidade Federal do Rio de Janeiro",Divisão de Metrologia de Materiais - INMETRO; Laboratório Nacional de Computação Científica (LNCC); Universidade Federal do Rio de Janeiro - (UFRJ),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Ivânia Maria Lucinda De Donato, Juliana do Nascimento Lunz, Fernanda Davi Marques, Bráulio S. Archanjo, Francisco J. P. Lopes, Gilson A. Giraldi",2025.0
✅ Identified,Brazil,Classification of Agricultural Pests Through Digital Images Using Deep Learning,Universidade Federal de Viçosa,Universidade Federal de Viçosa (UFV),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Pedro Costa, Thiago Matheus De Oliveira Costa, Larissa Ferreira Rodrigues Moreira, Leandro Henrique Furtado Pinto Silva, João Fernando Mari",2025.0
✅ Identified,Brazil,Exploiting Data Augmentation Strategies to Improve the Classification of Spinal Disorders in X-Ray Images,Universidade Federal de Viçosa,Federal University of Viçosa (UFV),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"João Flávio Martins Pereira, João Fernando Mari, Leandro Henrique Furtado Pinto Silva",2025.0
✅ Identified,"Brazil, Portugal",Automatic Detection and Counting of Tuta Absoluta Insect in Trap Images,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Sul; The Navigator (Portugal)","Business Incubator of the Biotechnology Center (IECBiot) - UFRGS; Federal Institute of Education, Science and Technology of Rio Grande do Sul (IFRS)",BR; PT,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Gabriel Santos De Souza, Camila Corrêa Vargas, Jean Carlo Hamerski",2025.0
✅ Identified,Brazil,Fusion of Satellite and Drone Images for Identifying Water Bodies,Centre for Research and Development in Telecommunications (Brazil); Pontifícia Universidade Católica de Campinas,CPQD - Centro de Pesquisa e Desenvolvimento; Pontifícia Universidade Católica de Campinas (PUCC),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Ariane Paula Barros, Elizângela Jussara dos Santos, Fernanda Kristen da Silva Pedro, Dimas Augusto Mendes Lemes, José Picolo, Guilherme Ribeiro Sales, Valentino Corso, Cides Semprebom Bezerra",2025.0
✅ Identified,Brazil,Artificial Intelligence for Gas Leak Detection with Thermal Cameras and Metal Oxide Semiconductor Sensors,Centre for Research and Development in Telecommunications (Brazil); Pontifícia Universidade Católica de Campinas,CPQD - Centro de Pesquisa e Desenvolvimento; Pontifícia Universidade Católica de Campinas (PUCC),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Edmilson Sanches, Fábio Augusto, Paulo Márcio da Silveira, Bernardo Feijó Junqueira, Dimas Augusto Mendes Lemes, J.L. Picolo, Guilherme Ribeiro Sales, Valentino Corso, Cides S. Bezerra",2025.0
✅ Identified,Portugal,Big Data in Healthcare: Possibilities and Challenges - A Systematic Literature Review,Polytechnic Institute of Castelo Branco,Instituto Politécnico de Castelo Branco (IPCB),PT,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Luís Barata, João Louro, João Afonso",2025.0
✅ Identified,Brazil,How Misleading Can The Analysis of Human Eye Movements Be? Experiments on Dominante Eye and Cognitive Visual Perception,Centro Universitário FEI,"Centro Universitário FEI, São Bernardo do Campo",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Alisson Moriyasu Pinto, João Vitor Macedo Romera, Carlos Eduardo Thomaz",2025.0
✅ Identified,Brazil,Sheep Behavioral Analysis with Optical Flow,Universidade Católica Dom Bosco; Universidade Federal de Mato Grosso do Sul,Instituto Federal de Mato Grosso do Sul (UFMS); Universidade Católica Dom Bosco (UCDB); Universidade Federal de Mato Grosso do Sul (UFMS),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Pedro Henrique Neves da Silva, Rodrigo Gonçalves Mateus, Diego André Sant’Ana, Sebastião Lucas Neves de Melo, Hemerson Pistori",2025.0
✅ Identified,Brazil,Leveraging Optimal Methods for Diverse Skin Types Classification in Images for Reduced Bias,Hospital Universitário da Universidade de São Paulo,Universidade de São Paulo (USP),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Luiz Augusto Vieira Manoel, Moacir Antonelli Ponti",2025.0
✅ Identified,Brazil,Renal Cancer Classification in Tomographic Images Using Convolutional Neural Networks to Assist Early Diagnosis,Universidade Federal de Uberlândia; Universidade Federal de Viçosa,Universidade Federal de Uberlândia (UFU); Universidade Federal de Viçosa (UFV),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Vinícius Meireles Pereira Santos, Ana Cláudia Patrocínio, William Chaves de Souza Carvalho, Pedro Moisés de Sousa",2025.0
✅ Identified,Brazil,Bulldogs Nose Detection using Deep Learning,Universidade Católica Dom Bosco; Universidade Federal de Mato Grosso do Sul; Universidade Federal do Pampa,Universidade Católica Dom Bosco (UCDB); Universidade Federal de Mato Grosso do Sul (UFMS); Universidade Federal do Pampa (UNIPAMPA),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Joyce Katiuccia Medeiros Ramos Carvalho, Pedro Henrique Neves da Silva, Sandra Adriana Uhry, Gustavo Da Silva Andrade, Gisele Braziliano de Andrade, Hemerson Pistori, Newton Loebens",2025.0
✅ Identified,Brazil,A Novel Brazilian Dataset for Automatic Detection of Psyllid Attacksin Guava,Universidade Federal de Viçosa; Universidade Federal do Ceará,Universidade Federal de Viçosa (UFV); Universidade Federal do Ceará (UFC),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Iago Magalhães de Mesquita, Larissa Ferreira Rodrigues Moreira, Rhuan da Silva Nunes, Ialis Cavalcante de Paula",2025.0
✅ Identified,Brazil,Preprocessing and Optimizer impact on Image-Based Autoimmune Disease Diagnosis,Centro Universitário de Patos de Minas; Universidade Federal de Viçosa,Federal University of Viçosa (UFV); University Center of Patos de Minas (UNIPAM),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"João Vítor Souto de Lima, Rafael Marinho e Silva, Rodrigo Moreira, Larissa Ferreira Rodrigues Moreira",2025.0
✅ Identified,Brazil,Segmentation of Skin Lesions and their Attributes in Dermatoscopic Images Based on Convolutional Neural Networks,Universidade de Brasília,University of Brasilia (UnB),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"A. Rodrigues, Roberta B. Oliveira",2025.0
✅ Identified,Brazil,Classification of Cells Infected by Malaria with Vision Transformers Models,Centre for Research and Development in Telecommunications (Brazil); Pontifícia Universidade Católica de Campinas,CPQD - Research and Development Center; Pontifical Catholic University of Campinas (PUCC),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Eduardo David Campopiano, Iago Fonseca Marinho Pereira, Thomas William, D. Abreu, Guilherme Ribeiro Sales, Valentino Corso, Cides S. Bezerra",2025.0
✅ Identified,United States,Safer Stack: Safe Dump of Off-Highways Trucks in Slope Crest Windrows,Digital Science (United States),Act Digital; Vale,US,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Lorrainy Rembiski Delfino, Marina Cunha Galvão de França, Jaquelini Kumm, Marcus Ventura, Gabriel Flausino de Souza, Allan Lorenzoni Canal, Yargo Alves Sampaio, Fabiana Zambroni Neves",2025.0
✅ Identified,Brazil,YOLO and CNN for Cat Detection and Recognition,Instituto Federal de Goiás; Universidade Federal de Goiás,Instituto Federal de Goiás (IFG); Universidade Federal de Goiás (UFG),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Dayllon Vinícius Xavier Lemos, Humberto J. Longo, Márcia R. Cappelle, Mariana Dourado X. S. Santos, Sanderson Oliveira de Macedo, Ronaldo Martins da Costa",2025.0
✅ Identified,Brazil,Application of Denoising Diffusion Probabilistic Methods in Fetal MRI,Laboratório Nacional de Computação Científica; Pontifícia Universidade Católica do Rio de Janeiro; Universidade Federal Rural do Semi-Árido,Federal Rural University of the Semi-Arid (UFERSA); National Laboratory for Cientific Computing (LNCC); Pontifícia Universidade Católica of Rio de Janeiro (PUCRJ),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Ana Cláudia Souza Vidal de Negreiros, Gilson A. Giraldi, Heron Werner",2025.0
✅ Identified,Brazil,Notification Oriented Paradigm based on Internet Protocol (NOP-IP) to Distributed Computing,Universidade Tecnológica Federal do Paraná,Federal University of Technology - Paraná (UTFPR),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Marcos Talau, Christian Carlos Souza Mendes, Paulo Cézar Stadzisz, Jean Marcelo Simão",2025.0
