DOI,Title,Author,OpenAlex ID,Abstract,Article References,Times Cited,Publication Year,Publisher,Keywords,Affiliations,Country,Document Type,Language,Open Access,Funding,Concepts,Source File,unified_topic,topic_confidence,secondary_topic
10.22456/2175-2745.12104,Estimação de Probabilidade de Perda de Dados em Redes Através de Modelagem Multifractal de Tráfego e Teoria de Muitas Fontes,"Flávio Henrique Teles Vieira, Scheila Guedes Garcez",W2198434394,"Neste artigo, propomos uma abordagem para estimação da probabilidade de perda de bytes em enlaces de redes de computadores considerando propriedades multifractais dos fluxos de tráfego. Mais especificamente, deduzimos uma expressão matemática para o cálculo da probabilidade de perda para servidores com buffer finito alimentados com fluxos multifractais de tráfego. A abordagem proposta se baseia na teoria das muitas fontes e na modelagem multifractal de tráfego baseada em cascatas multiplicativas. Por fim, avaliamos a proposta de estimação de probabilidade de perda através de simulações computacionais utilizando séries de tráfego real, verificando assim sua eficiência como ferramenta relacionada à provisão de qualidade de serviço em redes de computadores.",W151876515; W1488452483; W1499963479; W1580779223; W1978061253; W2024150704; W2037945753; W2049218712; W2059746193; W2060562186; W2060824643; W2061637728; W2066782797; W2080254038; W2097530712; W2098293598; W2104045250; W2105818147; W2111764355; W2112882259; W2112943055; W2114050573; W2119635640; W2119960958; W2122114728; W2126516062; W2129025098; W2131858726; W2138543759; W2139386233; W2144888506; W2148275477; W2159048618; W2168437027; W2487202993; W2544146587; W3122874542; W3163606262; W4241426049; W4285719527; W6644898510; W6665568129; W6759226367; W7027600379,1.0,2011.0,Federal University of Rio Grande do Sul,Humanities; Physics; Philosophy,Hospital de Clínicas da Unicamp; Universidade Federal de Goiás,BR,Article,PT,True,,Humanities; Physics; Philosophy,articles-RITA-20260617-dointext.csv,0,1.0,
10.22456/2175-2745.12119,Desenvolvimento e Avaliação de um Protocolo Eletrônico para Atendimento e Monitoramento do Paciente com Doença Celíaca,"Josceli Maria Tenório, Frederico Molina Cohrs, Vera Lúcia Sdepanian, Ivan Torres Pisa, Heimar de Fátima Marín",W1878909947,"Este estudo objetiva desenvolver um protocolo eletrônico com informações estruturadas e específicas para o atendimento e acompanhamento do paciente com doença celíaca, disponível na web, e avaliá-lo em termos de usabilidade. A estruturação dos dados clínicos foi feita por análise de formulários para consulta, prontuários e um protocolo clínico. Um protocolo para o atendimento durante a consulta para fins de diagnóstico clínico foi esquematizado e o sistema computacional web foi modelado e construído para suportar a implementação deste protocolo. Para a avaliação da usabilidade do sistema web, foi utilizado o questionário System Usability Scale (SUS). O SUS-score resultou em um valor médio de 83,5±10,0, o que indica que o sistema web foi considerado de fácil uso e de acordo com a satisfação do usuário. O sistema web implementou adequadamente o protocolo. A utilização do protocolo eletrônico mostrou-se válida para o atendimento e monitoramento do paciente com doença celíaca, pois manteve a especificidade dos dados clínicos e a rotina dos profissionais envolvidos.",W19399978; W172711948; W283833663; W1968214225; W1975400911; W1991426267; W1997866278; W2050029952; W2050111936; W2050182310; W2065057152; W2072549989; W2077434826; W2126637723; W2169542311; W2336568044; W3144659511; W6649787211,68.0,2011.0,Federal University of Rio Grande do Sul,Physics; Medicine,Fundação de Apoio à Universidade Federal de São Paulo; Universidade Federal de São Paulo,BR,Article,PT,True,,Physics; Medicine,articles-RITA-20260617-dointext.csv,0,0.5,3.0
10.22456/2175-2745.121388,Optimal Control and Adaptive Learning for Stabilization of a Quadrotor-type Unmanned Aerial Vehicle via Approximate Dynamic Programming,"Joelson Miller Bezerra De Souza, Patrícia Helena Moraes Rêgo, Guilherme Bonfim De Sousa, Janes Valdo Rodrigues Lima",W4313307064,"The development of an optimal controller for stabilization of a quadrotor system using an adaptive critic structure based on policy iteration schemes is proposed in this paper. This approach is inserted in the context of Approximate Dynamic Programming and it is used to solve optimal decision problems on-line, without requiring complete knowledge of the system dynamics model to be controlled. The main feature of the adaptive critic design method that allows for on-line implementation is that it solves the Bellman optimality equation in a forward-in-time fashion, whereas traditional dynamic programming requires a backward-in-time procedure. This feedback control design technique is able to tune the controller parameters on-line in the presence of variations in plant dynamics and external disturbances using data measured along the system trajectories. Computational simulation results based on a quadrotor model demonstrate the effectiveness of the proposed control scheme.",W188783744; W1513689897; W1517236425; W1528823839; W1626155273; W1976956127; W2012279256; W2098432798; W2125964040; W2134145897; W2145952809; W2152161277; W2165726932; W2299661663; W2316339969; W2423777910; W2545612814; W2554387121; W2565363628; W2587025643; W2604485348; W2611343735; W2683298768; W2761646724; W2803214760; W2811148441; W2914661805; W2941117672; W2952695732; W2961703895; W2962890638; W2979053968; W2985707469; W2996988642; W3008596241; W3031526098; W3034673792; W3040023559; W3045347666; W3045997904; W3087155329; W3097127953; W3114263192; W3120778962; W3126321819; W3142418137; W3144071296; W3153389486; W3154307668; W3212456989; W4200042436; W4206689801; W4206946356; W4213313210; W4230278603; W4236442470; W4242843434; W4285132195; W4288097047; W4362578307; W6736575497; W6750181461; W6758726340; W6769919355; W6794069365; W7071912702,0.0,2022.0,Federal University of Rio Grande do Sul,Dynamic programming; Control theory (sociology); Context (archaeology); Controller (irrigation); Computer science; Optimal control; System dynamics; Scheme (mathematics); Adaptive control; Feature (linguistics); Line (geometry); Control engineering; Control (management); Mathematical optimization; Mathematics; Engineering; Artificial intelligence; Algorithm,Universidade Estadual do Maranhão,BR,Article,EN,True,,Dynamic programming; Control theory (sociology); Context (archaeology); Controller (irrigation); Computer science; Optimal control; System dynamics; Scheme (mathematics); Adaptive control; Feature (linguistics); Line (geometry); Control engineering; Control (management); Mathematical optimization; Mathematics; Engineering; Artificial intelligence; Algorithm; Agronomy; Paleontology; Mathematical analysis; Philosophy; Biology; Geometry; Linguistics,articles-RITA-20260617-dointext.csv,5,0.5,1.0
10.22456/2175-2745.121425,SEGBEE: Mobile Application for Honey Segmentation in Apiary Boards,"Daniel W. S. Rocha, Eduardo Cardoso Melo, Bruno Alberto Soares Oliveira",W4313307033,"Beekeeping is one of the most important activities for humans. Since ancient times, honey has been used in the treatment of several diseases and is an extremely powerful antioxidant. The process of visual analysis of the apiary requires trained specialists who try to obtain relevant information to make a decision about what to do with the honeycomb. Since the process is performed manually, given the complexity of the task, opportunities arise for the application of automated systems that can assist the beekeeper's decision making. Thus, this paper presents the development of the application \textit{SegBee}, a computational tool that performs the segmentation in the apiary plates, where there is the presence of honey, in an accessible, fast and practical way. To do this, the OpenCV library was used for the digital image processing part, and the Kivy library was used to develop the interface of the mobile application. The tests performed showed that the images were adequately segmented by \textit{SegBee}, indicating where the honey is located on each analyzed plate. A visual comparison was made between results obtained by \textit{SegBee} and another commercial application, demonstrating the effectiveness of the developed tool. The proposed solution contributes to the improvement of the beekeeping professionals' work, once the application is simple to use and fast to process, being able to help in the honey identification task in apiaries plates.",W635106865; W2913060245; W2923244869; W2941584439; W2947624481; W2970919392; W2990662626; W3005477201; W3011461834; W3012106938; W3096178934; W3123456185; W3173974279; W4231743084; W4232623044; W4289115720; W4313307033,1.0,2022.0,Federal University of Rio Grande do Sul,Apiary; Beekeeping; Segmentation; Computer science; Task (project management); Process (computing); Artificial intelligence; Engineering; Biology; Systems engineering; Ecology,"Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais; Universidade Federal de Minas Gerais",BR,Article,EN,True,,Apiary; Beekeeping; Segmentation; Computer science; Task (project management); Process (computing); Artificial intelligence; Engineering; Biology; Systems engineering; Ecology; Operating system,articles-RITA-20260617-dointext.csv,3,0.8,
10.22456/2175-2745.122929,"Multi-Objective, Multi-Armed Bandits: Algorithms for Repeated Games and Application to Route Choice","Candy A. Huanca-Anquise, Ana L. C. Bazzan, Anderson Rocha Tavares",W4318769376,"Multi-objective decision-making in multi-agent scenarios poses multiple challenges. Dealing with multiple objectives and non-stationarity caused by simultaneous learning are only two of them, which have been addressed separately. In this work, reinforcement learning algorithms that tackle both issues together are proposed and applied to a route choice problem, where drivers must select an action in a single-state formulation, while aiming to minimize both their travel time and toll. Hence, we deal with repeated games, now with a multi-objective approach. Advantages, limitations and differences of these algorithms are discussed. Our results show that the proposed algorithms for action selection using reinforcement learning deal with non-stationarity and multiple objectives, while providing alternative solutions to those of centralized methods.",W157259654; W184664762; W1538558539; W2006294405; W2029955117; W2056550212; W2063549568; W2095602422; W2098143601; W2104602264; W2184652140; W2186820913; W2556366151; W2620929994; W2759684794; W2896280943; W2971634072; W2973893660; W3132923784; W3139398491; W3204573448; W4239570446; W4244562947; W4253227427; W4287266177; W6664564385,3.0,2023.0,Federal University of Rio Grande do Sul,Reinforcement learning; Computer science; Action selection; Selection (genetic algorithm); Action (physics); Toll; State (computer science); Mathematical optimization; Machine learning; Artificial intelligence; Algorithm; Mathematics,Universidade Federal do Rio Grande do Sul,BR,Article,EN,True,,Reinforcement learning; Computer science; Action selection; Selection (genetic algorithm); Action (physics); Toll; State (computer science); Mathematical optimization; Machine learning; Artificial intelligence; Algorithm; Mathematics; Quantum mechanics; Neuroscience; Genetics; Physics; Perception; Biology,articles-RITA-20260617-dointext.csv,5,0.5,1.0
10.22456/2175-2745.12327,Snake-3D na Modelagem Tridimensional e Medição do Comprimento de Arcos Elétricos,"Gilmário Barbosa dos Santos, Clésio Luis Tozzi, Maria Cristina Tavares",W1775482922,"Nesse trabalho é descrita a aplicação inédita de um contorno ativo tridimensional (snake-3D) na avaliação do comprimento de arcos elétricos artificialmente gerados em torres de alta tensão e capturados através um par de câmeras calibradas. Asnake-3D é representada espacialmente por uma B-spline que evolui sob as restrições de forças externas ao contorno ativo e internas a este. As forças externas são obtidas a partir dos pares de imagens que capturam a evolução do arco elétrico, enquanto que as forças internas são intrínsecas ao contorno ativo e determinadas pela tensão entre pontos de controle adjacentes. Em relação às outras abordagens para recuperaçãoda geometria 3D de arcos elétricos, o modelo aqui proposto é independente da determinação de pontos homólogos e de um posicionamento específico de câmeras além de propiciar o rastreio do arco elétrico levando em consideração a dependênciatemporal entre pares consecutivos de quadros em dois vídeos. Para fins de avaliação foram realizados experimentos sobre imagens sintéticas obtidas a partir da simulação de um sistema de aquisição de imagens, bem como experimentos com imagens de arcos elétricos reais produzidos no CEPEL. Os resultados obtidos foram considerados aceitáveis, demonstrando o potencial da abordagem apresentada.",W1509659402; W1555614281; W1632821558; W1674977753; W1900121947; W2081098757; W2105360395; W2110317923; W2143695955; W2150750431; W2153312997; W2154038175; W2154063776; W3000631439; W4232225412; W6639665393; W6814354019,0.0,2011.0,Federal University of Rio Grande do Sul,Physics; Humanities; Art,Hospital de Clínicas da Unicamp; Universidade Estadual de Campinas (UNICAMP); Universidade do Estado de Santa Catarina,BR,Article,PT,True,,Physics; Humanities; Art,articles-RITA-20260617-dointext.csv,0,0.5,3.0
10.22456/2175-2745.12361,Editorial: 20 anos da Revista de Informática Teórica e Aplicada,"Luís C. Lamb, José Palazzo Moreira de Oliveira, Lisandro Zambenedetti Granville",W1678956582,"Este número da Revista de Informática Teórica e Aplicada (RITA) tem significado especial. Trata-se do primeiro número publicado no ano em que a revista completa 20 anos. Durante duas décadas, muitos trabalharam para construir a história da RITA.Os artigos deste número ilustram que os objetivos iniciais da RITA foram atingidos: publicamos trabalhos em um amplo espectro da Ciência da Computação, permitindo que pesquisadores de diversas áreas de pesquisa do Brasil e exterior divulguem seus resultados junto à sociedade.",,0.0,2010.0,Federal University of Rio Grande do Sul,Humanities; Art,Universidade Federal do Rio Grande do Sul,BR,Editorial,ES,True,,Humanities; Art,articles-RITA-20260617-dointext.csv,0,0.5,7.0
10.22456/2175-2745.12362,Prefácio à Seção Especial dos Tutoriais do SIBGRAPI'08,"Siome Goldenstein, Anselmo Montenegro",W1010237616,"Sejam bem-vindos à seção especial dos tutoriais do SIBGRAPI 2008!Os participantes do SIBGRAPI de 2008 tiveram a oportunidade de presenciar um conjunto excepcional de tutoriais que cobriram uma vasta gama de assuntos de interesse da comunidade. Tivemos dois tutoriais introdutórios: o primeiro sobre o uso do OpenCV, uma biblioteca já estabelecida para desenvolvimento de aplicações em visão computacional, e o segundo sobre o uso de processamento de imagens para a elaboração de efeitos especiais. Nossos tutoriais avançados foram também bem diversos. O primeiro tratou sobre o uso de CUDA, uma nova linguagem desenvolvida pela NVIDIA para o uso das placas gráficas de última geração em problemas de computação geral, em aplicações de realidade aumentada.Nosso segundo tutorial avançado lidou com o ajuste de superfícies utilizando pseudo-variedades parametrizadas. Desde a conferência, os autores deste tutorial publicaram o material em outras conferências e revistas, e acharam melhor disponibilizar o material do tutorial juntamente com estas publicações no portal do projeto, localizado em http://w3.impa.br/~lvelho/ppm09/.Desejamos então que todos aproveitem o material dos três tutoriais publicados aqui nesta seção.",,0.0,2010.0,Federal University of Rio Grande do Sul,Computer science; Humanities; Philosophy; Physics,Universidade Estadual de Campinas (UNICAMP),BR,Article,PT,True,,Computer science; Humanities; Philosophy; Physics,articles-RITA-20260617-dointext.csv,0,0.5,3.0
10.22456/2175-2745.124564,Neural Classification of Rotor Faults in Three-Phase Induction Motors using Electric Current Signals in the Frequency Domain,"Rodrigo Henrique Cunha Palácios, Ivan Nunes da Silva, Wagner Fontes Godoy",W4318768084,"Three-phase induction motors are widely used in different applications in the industry due to their robustness, low cost, and reliability. Untimely identification and correct diagnosis of incipient faults reduce cost and improve the maintenance management of these machines. This paper explores a new method for robust classification of rotor failures in three-phase induction motors (MITs) connected directly to the electrical network, operating in a steady-state, under unbalanced voltages and load conditions. Through an innovative methodology, an analysis of the electrical current signals from 1 hp and 2 hp motors in the frequency domain was performed. Such analysis was applied in constructing input matrices for a Multilayer Perceptron Neural Network (MLPNN) to detect faults. Furthermore, this methodology proved to be robust because the samples of the failing and healthy motors include voltage unbalance conditions in the electrical supply and a significant variation in the load applied to the motor shaft. Such load variation was used for the detection of failures of 1, 2, and 4 broken bars consecutively on the rotor and in the condition of 2 broken bars and 2 other broken bars diametrically opposite. The results were promising and were obtained using 847 real samples from an experimental bench used to construct the neural model and its respective validation.",W1569512666; W1974225813; W1980511849; W2036442109; W2045410198; W2052662968; W2064807744; W2064861692; W2072378835; W2074737208; W2094032962; W2151153384; W2158197866; W2166651299; W2174164007; W2191482051; W2303512166; W2314531542; W2340355184; W2343580727; W2441344483; W2548855597; W2564188435; W2598573225; W2609141964; W2794004484; W2805113141; W2946429519; W2979499097; W3006777144,0.0,2023.0,Federal University of Rio Grande do Sul,Induction motor; Robustness (evolution); Frequency domain; Artificial neural network; Control theory (sociology); Multilayer perceptron; Engineering; Three-phase; Rotor (electric); Voltage; Electric motor; Condition monitoring; Computer science; Control engineering; Artificial intelligence; Electrical engineering,Universidade Tecnológica Federal do Paraná; Universidade de São Paulo,BR,Article,EN,True,,Induction motor; Robustness (evolution); Frequency domain; Artificial neural network; Control theory (sociology); Multilayer perceptron; Engineering; Three-phase; Rotor (electric); Voltage; Electric motor; Condition monitoring; Computer science; Control engineering; Artificial intelligence; Electrical engineering; Computer vision; Gene; Control (management); Chemistry; Biochemistry,articles-RITA-20260617-dointext.csv,3,0.8,
10.22456/2175-2745.12509,Quantools: A MDA transformation approach,"Paulo Lumertz, Ana Paula Terra Bacelo, Toacy Oliveira",W2277041201,"Model driven architecture (MDA) represents a challenge for the companies to increase the benefits of code generation, creating systems by using common libraries and standards. This paper presents the Quantools that is a result of a 5-year project, introducing the benefits of MDA in a Brazilian software development company. Quantools is based on the concept of cartridges that specify the transformation rules and constraints for a particular domain. The tool may be integrated to the modeling activities of the system to check the correctness of models according to the standards previously defined. The Quantools and its Cartridges execute transformations to generate the source code in a particular domain.",W1526993786,0.0,2010.0,Federal University of Rio Grande do Sul,Correctness; Computer science; Transformation (genetics); Software engineering; Domain (mathematical analysis); Code (set theory); Model transformation; Code generation; Systems engineering; Programming language; Engineering; Artificial intelligence; Computer security; Mathematics; Key (lock); Set (abstract data type),Pontifícia Universidade Católica do Rio Grande do Sul; University of Waterloo,BR; CA,Article,EN,True,,Correctness; Computer science; Transformation (genetics); Software engineering; Domain (mathematical analysis); Code (set theory); Model transformation; Code generation; Systems engineering; Programming language; Engineering; Artificial intelligence; Computer security; Mathematics; Key (lock); Set (abstract data type); Chemistry; Mathematical analysis; Consistency (knowledge bases); Biochemistry; Gene,articles-RITA-20260617-dointext.csv,1,1.0,
10.22456/2175-2745.125288,Optimization Inspired by the Organization of Interiors Applied to Cluster Analysis,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv,8,0.8,
10.22456/2175-2745.125396,Comparative Analysis of Blockchain-Based Platforms for Managing Electronic Health Records in the Public Healthcare System of Brazil,Carlo Kleber da Silva Rodrigues,W4313364278,"This article comparatively analyzes two platforms based on Blockchain, aiming at the management of electronic health records in the public healthcare system of Brazil. The difference between the platforms primarily lies in the deployed consensus algorithm. Efficiency, availability, integrity, and confidentiality requirements are evaluated through analytical models and theoretical discussions. Among the obtained results, we highlight the following: (i) the platform with a voting-based consensus algorithm yields a more efficient system, but is more prone to service unavailability, than that of the platform deploying an intensive-compute consensus algorithm; (ii) integrity and confidentiality requirements may be satisfactorily met regardless of the consensus type. As the main contribution, this article provides valuable experimental results and theoretical subsidies, which together complement previous research and help to lay the groundwork for the fruitful development of real projects. Finally, conclusions and future work conclude this article.",W2514994441; W2515224813; W2522448907; W2536325433; W2784795089; W2791935104; W2807965149; W2808185912; W2809092276; W2809143401; W2810381494; W2878975049; W2889429201; W2892932356; W2916008479; W2947817234; W2990181228; W3003235457; W3015328028; W3026902052; W3039840332; W3044178983; W3123076006; W3126049368; W3137258111; W3158037960; W3168278752; W3184318466; W3203926818; W3204607214; W3213180447; W4205287597; W4212774332; W4220916237; W4230638559; W4234927625; W4248175462; W6748076403; W6752822031,1.0,2022.0,Federal University of Rio Grande do Sul,Unavailability; Confidentiality; Blockchain; Computer science; Health care; Computer security; Voting; Subsidy; Service (business); Risk analysis (engineering); Business; Engineering; Political science; Law; Reliability engineering,Universidade Federal da Paraíba,BR,Article,EN,True,,Unavailability; Confidentiality; Blockchain; Computer science; Health care; Computer security; Voting; Subsidy; Service (business); Risk analysis (engineering); Business; Engineering; Political science; Law; Reliability engineering; Politics; Marketing,articles-RITA-20260617-dointext.csv,3,0.8,
10.22456/2175-2745.125567,Performance Assessment of a Wireless Mesh Network for Post-harvest Food Quality Traceability of Fruit Products: A Case Study,"Tiago Costa, Luís Santos, João M. L. P. Caldeira, Vasco N. G. J. Soares, Pedro Dinis Gaspar",W4318769305,"This paper presents the performance evaluation of a wireless sensor mesh network, for monitoring temperature and humidity in horticultural products when transported in truck galleys. For this purpose a software solution was proposed using ESP8266 devices powered by batteries. The mesh network was managed by the painlessMesh library. The proposed solution aims to minimize the energy consumption of the sensor nodes. The validation of the solution was performed in an area simulating a galley of a truck, where five sensor nodes and a root node were distributed. The tests were developed considering four different models involving variations in messages delivery confirmation, number of attempts until successful delivery and duty cycle duration of the nodes. The performance evaluation of the solution aimed to determine, connectivity rate, sending rate after connection and delivery rates of the first and second attempts. The results obtained show that the message delivery confirmation does not bring added value to the solution, contributing only to increase energy consumption. The use of synchronous duty cycles also showed worse results than the asynchronous use. These results allow the creation of a knowledge base for the use of this solution in a real context.",W21080000; W1988599847; W2048794687; W2096837997; W2150825860; W2211212845; W2522350920; W2557999406; W2732029836; W2793075460; W2935947414; W4206072098; W4210942801; W4224231519; W4225274282; W4234060213; W4247559672; W4281606572; W4281983829; W4298169611; W6741151763,0.0,2023.0,Federal University of Rio Grande do Sul,Wireless mesh network; Wireless sensor network; Traceability; Context (archaeology); Computer science; Energy consumption; Mesh networking; Node (physics); Truck; Asynchronous communication; Computer network; Wireless network; Real-time computing; Wireless; Engineering; Telecommunications; Automotive engineering; Electrical engineering,Polytechnic Institute of Castelo Branco; University of Beira Interior,PT,Article,EN,True,,Wireless mesh network; Wireless sensor network; Traceability; Context (archaeology); Computer science; Energy consumption; Mesh networking; Node (physics); Truck; Asynchronous communication; Computer network; Wireless network; Real-time computing; Wireless; Engineering; Telecommunications; Automotive engineering; Electrical engineering; Biology; Software engineering; Structural engineering; Paleontology,articles-RITA-20260617-dointext.csv,3,1.0,
10.22456/2175-2745.12569,HiME: Hierarchical i* Modeling Editor,"Lidia López, Xavier Franch, Jordi Marco",W1670435096,"In this paper, we present HiME, a tool for editing i* models. Thedistinguishing characteristic of HiME is its ability to deal with inheritance. It includes specific operations for declaring an actor as heir of another and then stating the relationships between the intentional elements of both actors.",W73493444; W640788787; W1524500851; W2103123591; W4252722366,9.0,2010.0,Federal University of Rio Grande do Sul,Inheritance (genetic algorithm); Computer science; Biology; Genetics,Universitat Politècnica de Catalunya,ES,Article,ES,True,,Inheritance (genetic algorithm); Computer science; Biology; Genetics; Gene,articles-RITA-20260617-dointext.csv,1,1.0,
10.22456/2175-2745.12570,An Ontology-Based Framework for Heterogeneous Data Sources Integration,"Vânia Maria Ponte Vidal, João C. Pinheiro, Eveline R. Sacramento, José Antônio Fernandes de Macêdo, Bernadette Farias Lóscio",W834592562,"Ontologies have been extensively used to model domain-specific knowledge. The main reason for this success is due to their capability to be at the “semantic” level, away from data structures and implementation strategies. In addition, ontology formalisms have allowed certain kinds of reasoning to be automated within a reasonable time complexity. Due to ontology data independence and automated reasoning, ontologies are well suited for integrating heterogeneous databases, enabling interoperability among isparate systems, and specifying interfaces to independent, knowledge-based services.",W122713538; W1587623176; W1731399716; W4214559822,2.0,2010.0,Federal University of Rio Grande do Sul,Computer science; Ontology; Interoperability; Rotation formalisms in three dimensions; Ontology-based data integration; Upper ontology; Semantic interoperability; Process ontology; Domain (mathematical analysis); Semantic heterogeneity; Open Biomedical Ontologies; Data integration; Software engineering; Information retrieval; Data science; Ontology alignment; Database; Domain knowledge; World Wide Web,Framework; Instituto Federal do Maranhão; Universidade Federal do Ceará,BR; GB,Article,ES,True,,Computer science; Ontology; Interoperability; Rotation formalisms in three dimensions; Ontology-based data integration; Upper ontology; Semantic interoperability; Process ontology; Domain (mathematical analysis); Semantic heterogeneity; Open Biomedical Ontologies; Data integration; Software engineering; Information retrieval; Data science; Ontology alignment; Database; Domain knowledge; World Wide Web; Epistemology; Philosophy; Mathematical analysis; Mathematics; Geometry,articles-RITA-20260617-dointext.csv,1,1.0,
10.22456/2175-2745.12571,A Temporal-Rule Based Verification System for Business Collaboration Reliability,"Haiyang Sun, Jian Yang, Weiliang Zhao",W1695347104,"Based on the temporal rules defined for the business processe participating in a business collaboration, we present an implementation for a system called TiCoBTS to verify the reliability of the business collaboration.",W2099934787; W2114269468; W2115801872; W2126268179; W2128076342; W4233483461,0.0,2010.0,Federal University of Rio Grande do Sul,Business rule; Reliability (semiconductor); Computer science; Artifact-centric business process model; Business process; Business process modeling; Business system planning; Process management; Business; Marketing,,,Article,EN,True,,Business rule; Reliability (semiconductor); Computer science; Artifact-centric business process model; Business process; Business process modeling; Business system planning; Process management; Business; Marketing; Power (physics); Quantum mechanics; Physics; Work in process,articles-RITA-20260617-dointext.csv,7,0.5,1.0
10.22456/2175-2745.12572,Semantic Web and Knowledge Management in User Data Privacy,"Douglas da Silva, Mírian Bruckschen, Paulo Bridi, Roger Granada, Alexandre Agustini, Renata Vieira, Caio Northfleet, Prasad Rao, Tomas Sander",W2269455597,This paper discusses knowledge representation for privacy and accountability issues.,W1881860748; W2000933114; W2023075424; W2153047972; W2624907881,0.0,2010.0,Federal University of Rio Grande do Sul,Computer science; Semantic Web; World Wide Web; Internet privacy; Data management; Information privacy; Database,,,Article,ES,True,,Computer science; Semantic Web; World Wide Web; Internet privacy; Data management; Information privacy; Database,articles-RITA-20260617-dointext.csv,1,0.8,
10.22456/2175-2745.12573,MatchMaking – A Tool to Match OWL Schemas,"Raphael do Vale Amaral Gomes, Luiz André P. Paes Leme, Marco A. Casanova",W2770854687,"This paper describes a software tool that implements an instancebased schema matching technique for OWL dialects. The technique is based on a matching algorithm that depends on the definition of similarity functions that evaluate the semantic proximity of elements from two different schemas. The tool is engineered to accommodate different similarity functions and variations of the matching algorithm, thereby facilitating experimentation with alternative setups.",W57175063; W67643442; W97236795; W1987478798; W2139567169; W2612011719; W4285719527; W6602304320; W6647434042; W6680845037; W6790619479,2.0,2010.0,Federal University of Rio Grande do Sul,Schema matching; Computer science; Matching (statistics); Schema (genetic algorithms); Similarity (geometry); Software; Semantic similarity; Data mining; Information retrieval; Artificial intelligence; Programming language; Data integration; Mathematics,Pontifícia Universidade Católica do Rio de Janeiro,BR,Article,ES,True,,Schema matching; Computer science; Matching (statistics); Schema (genetic algorithms); Similarity (geometry); Software; Semantic similarity; Data mining; Information retrieval; Artificial intelligence; Programming language; Data integration; Mathematics; Statistics; Image (mathematics),articles-RITA-20260617-dointext.csv,1,1.0,
10.22456/2175-2745.12576,Web Information Extraction by Semantic Tagging,"Mirel Coşulschi, Roberto De Virgilio, Tommaso Di Noia, Roberto Mirizzi",W2243401985,"An important aspect of research for Web information extraction relates to the inference of complex reasoning and correlation based on distributed information available in many different Web data sources. By defining the semantics of information and services available on the Web, the World Wide Web becomes a vast store of information that can be easily processed by computer applications.",W1515435652; W1793395628; W2122843979,1.0,2010.0,Federal University of Rio Grande do Sul,Computer science; Web intelligence; Semantic Web; Social Semantic Web; Data Web; Semantic Web Stack; Web modeling; Information extraction; Information retrieval; World Wide Web; Web standards; Semantics (computer science); Web service; Programming language,,,Article,ES,True,,Computer science; Web intelligence; Semantic Web; Social Semantic Web; Data Web; Semantic Web Stack; Web modeling; Information extraction; Information retrieval; World Wide Web; Web standards; Semantics (computer science); Web service; Programming language,articles-RITA-20260617-dointext.csv,1,1.0,
10.22456/2175-2745.12577,SAMSTARplus: An Automatic Tool for Generating Multi- Dimensional Schemas from an Entity-Relationship Diagram,"Jinho Kim, Donghoo Kim, Suan Lee, Yang‐Sae Moon, Il-Yeol Song, Ritu Khare, Yuan An",W2241270218,"This paper presents a tool that automatically generates multidimensional schemas for data warehouses from OLTP entity-relationship diagrams (ERDs). Based on user’s input parameters, it generates star schemas, snowflake schemas, or a fact constellation schema by taking advantage of only structural information of input ERDs. Hence, SAMSTARplus can help users reduce efforts for designing data warehouses and aids decision making.",W56165858; W1581554944; W2072764742; W2090300806; W2163009032; W2170235279,2.0,2010.0,Federal University of Rio Grande do Sul,Computer science; Online transaction processing; Star schema; Data warehouse; Schema (genetic algorithms); Online analytical processing; Entity–relationship model; Data mining; Information retrieval; Diagram; Database transaction; Database; Transaction processing; Database schema; Relational database; Database design,Drexel University; Kangwon National University,KR; US,Article,EN,True,,Computer science; Online transaction processing; Star schema; Data warehouse; Schema (genetic algorithms); Online analytical processing; Entity–relationship model; Data mining; Information retrieval; Diagram; Database transaction; Database; Transaction processing; Database schema; Relational database; Database design,articles-RITA-20260617-dointext.csv,1,1.0,
10.22456/2175-2745.12578,An Approach for Reducing the Gap between BPMN Models and Implementation Artifacts,"Bruno Leonardo Barros Silva, Robson Wagner Albuquerque de Medeiros, Julio Cesar Damasceno, Fernando Lins, Nelson Souto Rosa, Paulo Romero Martins Maciel, Bryan Stephenson, Hamid R. Motahari Nezhad, Jun Li, Caio Northfleet, André Ricardo Da Silva Souza",W2260944776,"The need for using high-level modeling tools (e.g. BPMN) isincreasing considerably. The proliferation of the service oriented architectures (SOA) is also apparent. In this context, there is a gap between the developed model and its execution. This work introduces the MoSC Translator which translates models produced in BPMN into executable WS-BPEL processes.",W1517964282,1.0,2010.0,Federal University of Rio Grande do Sul,Business Process Model and Notation; Executable; Business Process Execution Language; Computer science; Context (archaeology); Software engineering; XPDL; Service (business); Business process; Business process modeling; Programming language; Service-oriented architecture; Workflow; Database; Web service; Work in process; Engineering,Universidade Federal de Pernambuco,BR,Article,EN,True,,Business Process Model and Notation; Executable; Business Process Execution Language; Computer science; Context (archaeology); Software engineering; XPDL; Service (business); Business process; Business process modeling; Programming language; Service-oriented architecture; Workflow; Database; Web service; Work in process; Engineering; Workflow engine; Paleontology; Economy; Operations management; Economics; Biology,articles-RITA-20260617-dointext.csv,1,1.0,
